code,ko,대륙,상징물,카테고리,선정근거,예비1,예비2,명소,명소도시,명소등급,수도에있음,기존fact재사용,위험,상태
ao,앙골라,아프리카,뿔이 길게 휘어진 자이언트세이블영양,동물,2순위 · 앙골라만 사는 국가 상징 동물(국가대표 별명 팔랑카스 네그라스). 국기의 칼은 무기 제외 6개국 규칙으로 배제하고 이것으로 대체,,붉은 절벽을 넓게 감싸며 쏟아지는 칼란둘라 폭포,"미라도루 다 루아(달 전망대) — 붉은 흙 벼랑이 촛농이 흘러내린 듯 세로로 주름져 뾰족뾰족 늘어선 절벽 한 면. 절벽 위는 평평한 갈색 들판, 절벽 아래는 파란 대서양. 회색 바늘 바위 숲(bf·mg)이 아니라 '붉은 흙 한 덩어리가 빗물에 파여 골이 진' 모습이고, 물줄기·폭포는 그리지 말 것",루안다 남쪽(벨라스),A,,세상에서 오직 이곳에만 사는 뿔이 긴 자이언트세이블영양이 살아요.,"명소를 달 전망대로 채웠다. 칼란둘라 폭포는 zm 빅토리아와 같은 '넓은 물 커튼'이라 명소로 올리지 않고 예비2에 남겼으므로 ao는 폭포 혼동군에 그대로 둔다. 그림은 붉은 흙 벼랑 한 면만 — 회색 바늘 바위(bf 신도우·mg 칭기)로 보이면 안 되고 물줄기를 넣지 말 것. af 명소 밴드아미르(붉은 절벽 사이 짙푸른 호수)·sa 예비1 알울라 협곡과 '붉은 바위 + 파란 물'로 겹칠 소지가 있으므로, ao는 반드시 '평평한 갈색 들판 아래 세로로 주름진 벼랑 한 면 + 저 아래 바다'로 그려 af(하얀 석회 계단 둑이 가둔 호수)·sa(양쪽 벽이 선 협곡)와 가를 것",final
bf,부르키나파소,아프리카,검정·하양·빨강 무늬를 손으로 그린 흙집 벽,만든것,4순위 · 카세나 사람들이 해마다 직접 벽에 무늬를 그리는 전통 흙집(티에벨레). 국장의 백마는 투르크메니스탄 아할테케와 충돌해 예비로 내림,백마(국장 요소),기장 이삭,칼날처럼 뾰족뾰족 늘어선 신도우 바위 봉우리,신도우,A,,,"가나 켄테 천과 '무늬' 인상이 겹칠 수 있음 — 켄테는 천, 이쪽은 집 벽으로 확실히 구분해 그릴 것",draft
bi,부룬디,아프리카,통나무를 파서 만든 커다란 왕실 북,만든것,"3순위 · 옛 왕국의 표장이던 카리엔다 북, 유네스코 인류무형유산. 국기에는 별뿐이라 별은 중복이 심해 배제",탕가니카 호수의 물고기,뾰족한 뚜껑이 달린 부룬디 '아가세케' 짚 바구니,,,,,,"명소 빈칸 유지: 탕가니카 호숫가(흰 모래·둥근 바위·맑은 물)는 mw 상징물 말라위 호수와 사실상 같은 그림이고, 카레라 폭포는 gh 보티 쌍둥이 폭포와 형태가 겹치는 데다 폭포군이 이미 12개국이다. 나일강 최남단 발원 표지는 기념비 금지 + 피라미드 혼동군, 기쇼라 왕실 북 유적은 상징물(왕실 북)과 같은 소재라 전부 기각",final
bj,베냉,아프리카,노란 셔츠를 입은 오토바이 택시 '제미장'(zémidjan),만든것,"4순위 · 베냉이 서아프리카에서 가장 자랑하는 수출 작물이자 아이도 아는 과일. 국장의 표범은 소말리아 국장과 겹치고, 흙집은 토고(유네스코 쿠타말라쿠)에 양보함",색색 천 조각을 오려 붙여 왕의 상징 무늬를 만든 아보메이 왕궁의 아플리케 천,,호수 위에 나무 기둥을 세워 지은 마을 간비에,간비에,A,,호수 위에 나무 기둥을 세워 만든 마을 간비에가 있어요.,'돌아오지 않는 문'(우이다)은 노예무역 유적이라 금지 소재 — 절대 쓰지 말 것,final
bw,보츠와나,아프리카,검고 하얀 줄무늬 얼룩말,동물,2·3순위 · 보츠와나 국가 지정 동물이며 국장을 양옆에서 받치고 있음. 국기의 검정-하양 띠도 같은 무늬를 뜻함,촘촘히 엮어 흑백 무늬를 낸 보츠와나 바구니,,물길이 갈라지며 풀섬이 떠 있는 오카방고 습지,마운,B,,세계에서 코끼리가 가장 많이 사는 나라예요. 오카방고 습지가 유명해요.,"얼룩말은 케냐·탄자니아 초원 이미지와 겹치지만, 공식 지정은 보츠와나뿐이라 보츠와나가 가져감",final
cd,콩고민주공화국,아프리카,다리에 얼룩말 무늬가 있는 오카피,동물,2순위 · 이 나라 숲에만 사는 국가 상징 동물(중앙은행 표장). fact가 이미 설명함,,코발트빛 광석,불이 끓는 니라공고 화산의 용암 호수,고마,A,,다리에 얼룩말 무늬가 있는 오카피가 이 나라 숲에만 살아요.,니라공고 주변은 분쟁 지역 — 그림은 화산 자체만 담고 마을·사람은 넣지 말 것. 부담되면 명소는 비워도 됨. 콩고강은 cg 명소(브라자빌 앞 급류)가 가져갔으므로 예비1 '콩고강의 물살'은 값째로 비웠다 — cd 카드에 콩고강 물을 다시 올리지 말 것,final
cf,중앙아프리카공화국,아프리카,반짝이는 다이아몬드 원석 세 알,땅과하늘,"3순위 · 국장 네 칸 중 한 칸이 다이아몬드 세 알. 같은 국장의 코끼리는 4세에게 '아프리카 일반' 그림이고, 바오바브는 국목으로 지정한 세네갈이 우선",불에 구워 무늬를 새긴 중앙아프리카의 큰 조롱박 그릇,,,,,,,"명소 빈칸 유지: 보알리 폭포는 zm 빅토리아와 같은 '넓은 물 커튼'이라 4세에게 같은 그림이고, 자낭가상가의 숲 빈터(바이)는 코끼리를 빼면 빈 공터가 되는데 코끼리는 la가 가져간 데다 '아프리카 일반'으로 읽힌다. 화강암 인셀베르크는 통바위산군(9개국) 포화. 상징물 다이아몬드와 다른 소재이면서 형태가 읽히는 명소를 찾지 못했다",final
cg,콩고공화국,아프리카,사카사카 — 카사바 잎을 곱게 찧어 푹 끓인 진초록 나물을 한 그릇에 수북이 담은 것(고기·고추 없이 초록 한 색),먹을거리,"4순위 · 콩고 사람들이 매일 먹는 대표 음식이고 초록 나물 한 그릇은 표 전체에서 유일하다. 국기에 사물이 없고 국장의 사자·코끼리는 다른 나라와 겹치며, 사프 정장·모자는 모자 6중 해소로 폐기. 아프리카 동물 여유 2칸은 쓰지 않았다",테케 라피아 돗자리 — 야자 실을 성글게 엮어 마름모와 빗살 무늬를 넣은 누런 자리,치크왕그 — 카사바 반죽을 초록 잎으로 길쭉하게 말아 끈으로 두 번 묶은 하얀 떡,브라자빌 앞 콩고강의 급류(레 라피드) — 아주 넓은 갈색 강물이 검고 둥근 바위 수십 개 사이에서 하얗게 부글부글 끓어오르며 흘러감. 위에서 아래로 떨어지는 물 커튼(폭포)은 절대 그리지 말 것. 배·다리·건물 없이 강물과 바위만,브라자빌,B,Y,,"상징물은 사카사카(초록 나물 한 그릇) — 사프 정장·모자는 모자 6중 해소로 폐기했고 다시 올리지 말 것. 아프리카 동물 한도(12개국) 여유 2칸을 쓰지 않았다: 고릴라(rw)·만드릴(ga)·코끼리(la)·오카피(cd)·하마(td 예비)·회색앵무(st 예비)가 모두 선점돼 어차피 줄 동물이 없다. 명소는 브라자빌 앞 콩고강 급류 — cd 예비1 '콩고강의 물살'을 값째로 비워 콩고강은 cg가 독점한다(az 불·mr 기차·ne 기린과 같은 규칙). 그림은 낙차 있는 물줄기 금지, '검은 바위 사이에서 끓어오르는 갈색 강물'만. 떨어지는 물을 그리면 폭포 혼동군에 끌려가고 jm 던스리버(낮고 넓은 계단 폭포)와도 겹치므로 안전하게 폭포군에 등록해 두었다. 나무 카누를 넣으면 나무배 상징물군(kw·la·mt·no·th)과 겹치므로 배도 금지. 디오소 협곡은 ao 달 전망대와 중복이라 후보에서 뺐다. 예비1 돗자리는 승격 시 알록달록 무늬 천 군(bj·gh·ir·ml·mz·pa·py·tl·tm)과 같은 판 배제 필요. 상징물 음원 1개 신규 필요(fact는 두 수도 이야기라 재사용 불가)",final
ci,코트디부아르,아프리카,나무에 매달린 카카오 열매와 갈라진 속,먹을거리,4순위 · 세계에서 카카오를 가장 많이 기르는 나라이고 fact가 이미 이를 설명함. 국장의 코끼리는 동물 한도와 '코끼리=아프리카 일반' 문제로 예비로 내림,카사바를 발효해 만든 노란 알갱이 밥 '아티에케',,"만(Man)의 덩굴 다리 — 굵은 덩굴을 손으로 엮어 강 위에 늘어뜨린, 바닥과 난간이 한 몸인 밧줄 터널 모양 다리. 양 끝은 큰 나무 밑동에 묶여 있고 가운데가 U자로 축 처짐. 돌 아치(ba·lu)도 나무판자 다리도 아니며, 다리 아래는 초록 숲과 갈색 강",만(Man),A,,초콜릿 원료인 카카오를 세계에서 가장 많이 기르는 나라예요.,"명소는 만의 덩굴 다리. ba 모스타르·lu 룩셈부르크의 '돌 아치 다리'와 같은 판에 내지 말 것(혼동군 추가 등록). 구별점은 '아치가 아니라 U자로 처진 덩굴 밧줄, 돌·쇠 없음'. ag '악마의 다리'는 바다 위 돌 아치 실루엣이라 형태가 다르지만 물 위 다리라는 점은 같으니 배경을 반드시 초록 정글과 갈색 강으로 그릴 것. 야무수크로 대성당은 돔 + 종교 건축이라 이중으로 제외",final
cm,카메룬,아프리카,나라 이름과 같은 이름을 가진 카메룬산,땅과하늘,"5순위 · 국기·국장에 사물이 없음. 나라 이름과 산 이름이 같아 1:1이 가장 또렷한 자연물이고, 바다 바로 옆에 솟은 활화산이라 형태가 독특함",바뭄 왕국의 구슬로 덮인 왕좌,바뭄 왕국의 머리가 둘 달린 뱀 무늬(왕실 표장),바다로 곧장 쏟아지는 로베 폭포,크리비,B,,,폭포는 잠비아 빅토리아 폭포와 겹침 — 로베는 '바다로 바로 떨어진다'는 점을 그림에서 반드시 살릴 것,final
cv,카보베르데,아프리카,옥수수와 콩을 함께 끓인 한 그릇 카추파,먹을거리,4순위 · 나라가 스스로 '국민 음식'이라 부르는 요리. 국기의 별 열 개는 별 자체가 중복 소재라 배제,산비탈을 층층이 깎아 만든 초록 계단밭(산투안탕섬),,파도가 부서지는 검은 용암 바위와 검은 모래 해안,푸구섬,B,,대서양에 떠 있는 열 개의 화산섬으로 이루어진 섬나라예요.,한 그릇 음식은 4세에게 구별이 약한 편 — 옥수수 알과 콩이 또렷이 보이게 그릴 것,final
dj,지부티,아프리카,굴뚝처럼 솟아오른 압베 호수의 바위 기둥들(꼭대기에서 김이 피어오르고 홍학이 앉아 있음),땅과하늘,5순위 · 국장은 창과 칼이라 무기 규칙으로 전부 배제. 아프리카에서 가장 낮은 땅 아살 호수의 소금밭은 fact가 이미 설명함,,홍해의 고래상어,아살 호수 — 검은 용암 언덕에 둘러싸인 청록빛 소금 호수. 물가에는 소금이 눈처럼 하얗고 두껍게 굳어 넓은 흰 테두리를 이루고 껍질에 얼음장 같은 결이 나 있음. bo 우유니처럼 끝없이 평평한 흰 벌판이 아니라 '검은 산 · 흰 소금 띠 · 청록 물' 세 겹이 한 화면에 나란히 보이게,타주라(아살 호수),A,,아프리카에서 가장 낮은 땅인 아살 호수가 있어요. 소금이 아주 많아요.,"국장에 무기가 있는 나라라 상징물 카드에 국장을 통째로 쓰지 말 것. 명소는 아살 호수로 채웠고 소금 혼동군(bo·il·pk·pl)에 추가 등록했다 — bo 우유니와 갈리려면 '검은 용암 언덕 + 청록 물'을 반드시 함께 그리고 하늘이 비치는 흰 평원 구도는 금지. 상징물 압베 호수와 한 나라 안에 호수가 둘이 되므로, 명소 그림에 바위 기둥·홍학·김을 절대 넣지 말 것(넣는 순간 상징물과 같은 그림이 되어 규칙 위반)",final
dz,알제리,아프리카,바람이 빚은 사하라의 붉은 모래 언덕,땅과하늘,"5순위 · 국기에 사물 없음(초승달·별은 여러 나라와 중복), 국토 대부분이 사하라이고 fact가 이미 이를 설명함 — 사하라 보유국 중 면적 1위라 모래 언덕 카드를 알제리가 가져감",노랑·빨강 기하무늬를 그린 알제리 카빌리 도자기 항아리,,"타실리 나제르의 바위 그림 — 붉은 사암 벽 한 면에 주황·하양 물감으로 그린 기린과 소 떼. 벽을 화면 가득 크게 잡고, 모래 언덕(dz 상징물)과 돌기둥·돌 아치는 그리지 말 것. 사람·활·창은 그리지 않고 동물만",자네트(일리지주),A,,아프리카에서 가장 넓은 나라예요. 국토의 대부분이 사하라 사막이에요.,"명소는 타실리 나제르의 바위 그림. 자기 상징물이 사하라 모래 언덕이므로 명소 그림에 모래 언덕을 넣지 말 것(규칙2). sa 예비2 '히마의 쪼아 새긴 옛 그림'과 4세에게 같은 그림이므로 새 혼동군에 등록했다 — sa 예비2를 명소·상징물로 승격하지 말 것. 벽에 그린 기린이 ne 명소 '쿠레의 살아 있는 기린'과 겹치지 않도록 dz는 반드시 '바위 벽면에 납작하게 그려진 그림'으로, ne는 '들판에 서 있는 실제 동물'로 그릴 것. 사람·활·창이 있는 벽면은 무기 규칙으로 금지, 기린·소 패널만",final
eg,이집트,아프리카,물 위에 활짝 핀 파란 이집트 연꽃,식물,2순위 · 이집트가 공식 국화로 삼은 파란 연꽃. 국기의 독수리는 문장이라 4세에게 다른 독수리들과 구별되지 않음,,파피루스 두루마리,기자의 피라미드와 스핑크스,기자,S,,4500년 전에 만든 피라미드와 스핑크스가 지금도 서 있어요.,연꽃은 인도 국화와 겹침 — 인도는 국조 공작으로 돌리고 연꽃은 이집트가 가져가기로 정리함. 투탕카멘 가면은 실존 인물 규칙에 걸려 예비에서도 뺄 것,final
er,에리트레아,아프리카,국기에 그려진 노란 올리브 가지,식물,1순위 · 국기 빨간 삼각형 안에 올리브 가지와 화환이 그려져 있음,,홍해의 산호,,,,,,"명소 빈칸 유지(기존 메모의 '규칙4'는 '규칙3(저작권)'으로 정정): 아스마라의 이탈리아풍 건축과 마사와 구시가는 식민지 유적이라 금지, 피아트 탈리에로 건물은 설계자 사후 70년 미경과로 저작권 제외, 다흘락 제도는 하얀 모래섬·환초 혼동군(6개국)과 겹치고, 홍해 산호는 예비2이자 4세에게 형태가 읽히지 않는다",final
et,에티오피아,아프리카,빨갛게 익은 커피 열매와 볶은 원두,먹을거리,4순위 · 커피가 처음 시작된 곳이고 fact가 이미 이를 설명함. 국기의 별은 중복 소재라 배제,겔라다 원숭이,테프로 구운 인제라,노랑·초록으로 알록달록한 달롤의 유황 웅덩이,다나킬(아파르주),A,,"커피가 처음 시작된 곳으로 알려져 있고, 달력에 달이 열세 개나 있어요.",랄리벨라 암굴 교회는 종교 시설이라 명소에서 뺌. 커피는 어른 음료지만 열매·원두는 술·담배 금지와 무관,fixed-r1
ga,가봉,아프리카,파랑·빨강 줄무늬 얼굴을 한 만드릴,동물,5순위 · 국기에 사물이 없음. 가봉 숲의 얼굴 마담이자 4세가 한 번 보면 절대 잊지 않는 색을 가진 동물,오쿠메 나무(국장 요소),,"이빈도강의 콩구 폭포 — 정글 한가운데 검고 둥근 바위 무더기 위로 물이 수십 갈래로 갈라져 낮고 넓게 부서져 내림. zm처럼 한 장의 넓은 물 커튼도, cm처럼 바다로 떨어지는 것도, gh처럼 두 줄기도 아님. 무지개·다리·사람 없음",마코쿠(이빈도 국립공원),B,,,명소는 콩구 폭포 — 폭포 혼동군에 추가 등록했다(군 규모 12개국). 반드시 '검은 바위 위에서 수십 갈래로 갈라져 낮고 넓게 부서지는' 형태로 그려 zm 빅토리아(한 장의 넓은 커튼)·cm 로베(바다로 직행)·gh 보티(두 줄기)·jm 던스리버(석회암 계단)·ug 머치슨(좁은 틈에서 분출)과 갈 것. 만드릴(상징물)이 동물이므로 명소에 동물을 넣지 말 것,final
gh,가나,아프리카,색색의 네모가 촘촘한 켄테 천,입는것,4순위 · 아샨티 사람들이 손으로 짜 입는 가나 고유의 천이고 나라를 대표하는 직물로 스스로 내세움. 카카오는 세계 1위인 코트디부아르에 양보,황금 의자(아샨티 왕의 상징),,나란히 두 갈래로 떨어지는 보티 쌍둥이 폭포,보티(동부주),B,,,케이프코스트 성은 식민지·노예무역 유적이라 금지. 켄테 무늬는 부르키나파소 흙집 벽무늬와 인상이 겹치니 '천'임을 분명히 그릴 것,final
gm,감비아,아프리카,껍질을 깐 땅콩 한 줌,먹을거리,"4순위 · 나라 경제를 지탱해 온 대표 작물로, 감비아를 '땅콩의 나라'라 부를 만큼 1:1이 강함. 국장의 도끼·괭이는 무기로 오해될 수 있어 배제",감비아강 어귀에 뿌리를 드러낸 붉은 맹그로브 숲,,와수의 낮은 돌기둥들이 동그랗게 둘러선 들판,와수,B,,,쿤타킨테 섬(제임스 섬)은 노예무역 유적이라 금지 소재 — 명소로 쓰지 말 것. 몰타 즈간티야를 비워 '오래된 돌덩이' 중복이 해소됐고 와수만 남는다 — '낮은 돌기둥이 원을 그리며 서 있는 들판' 구도를 유지할 것. 명소 셀에 섞여 있던 편집 지시문은 제 칸으로 옮겼다. 예비1 피로그는 나무배 6중이라 붉은 맹그로브 숲으로 교체했고 예비2 물수리는 zm 상징물과 같은 종이라 비웠다,final
gn,기니,아프리카,젬베 북 — 잔 모양 나무 몸통에 염소 가죽을 씌우고 검은 줄로 조인 손북,만든것,4순위 · 만딩고 사람들이 대대로 연주해 온 손북으로 기니 국립 예술단이 세계에 알린 소리. 코라는 그림으로 21현 구조를 정확히 그리지 못해 예비로 내림(2026-09-17 결정). 국기에 사물이 없음,코라 악기,,,,,,,"명소 빈칸 유지: 기니의 대표 명소가 전부 푸타잘롱의 폭포인데 디틴 폭포는 ve 앙헬(탁자산에서 한 줄기)과 같은 형태이고 킨콘·캄바다가는 폭포군 포화(12개국)다. '신의 다리' 천연 바위 아치는 td 상징물 엔네디 돌 아치 및 사막 돌 아치군(dj·st·td)과 형태가 겹치고, 푸타잘롱의 둥근 초가집은 둥근 전통 가옥 상징물군(6개국)과 겹친다",final
gq,적도기니,아프리카,국기에 그려진 커다란 판야나무(케이바),식물,1순위 · 국기 한가운데 문장에 실제로 그려진 나무. flagHint도 '가운데엔 나무 문장'이라고 말함,손가락으로 뜯는 작은 나무 손피아노 '산자',,,,,,,"명소 빈칸 유지: 비오코섬 피코 바실레는 화산 혼동군(8개국), 분화구 호수는 산속·섬 호수군(9개국), 말라보 구시가는 식민지 유적 금지, 우레카의 검은 모래 해변은 cv 명소(검은 용암 바위와 검은 모래 해안)와 같은 그림이다. 상징물 판야나무와 다른 소재이면서 형태가 읽히는 명소가 없다",final
gw,기니비사우,아프리카,초승달처럼 휘어진 캐슈넛,먹을거리,4순위 · 이 나라가 파는 것의 대부분이 캐슈넛이라 나라와 1:1로 묶임. 국기의 검은 별은 가나와 겹쳐 배제,바다거북,,"오랑구섬의 바닷물 하마 — 야자수가 늘어선 하얀 모래톱 앞 얕은 바닷물에 하마 두세 마리가 몸을 반쯤 담그고 있음. 강이나 호수가 아니라 파란 바다와 밀물 자국이 함께 보이게, 진흙 늪은 그리지 말 것",오랑구섬(비자고스 제도),B,,,"명소는 오랑구섬의 바닷물 하마. td 예비1이 '하마(차드호)'라 새 혼동군에 함께 등록했다 — td 하마를 명소·상징물로 승격하지 말 것. 그림에서 물빛은 반드시 바다 파랑, 배경은 야자수와 모래톱(차드호 진흙 물가처럼 보이면 안 됨). 다만 야자수와 하얀 모래톱을 크게 잡으면 '바다 위 하얀 모래섬·환초' 군(ki·mv·nr·sb·sc·tv)과 뭉치므로 하마를 화면 주인공으로 크게 그리고 섬은 배경에 낮게 깔 것. 비자고스 섬 전경 구도는 금지",final
ke,케냐,아프리카,색색 구슬을 둥글게 엮은 마사이 목걸이,입는것,"1순위 변형 · 국기에 그려진 것은 마사이 방패와 창인데, 창은 무기 제외 6개국 규칙 대상이라 같은 마사이 문화에서 무기가 아닌 구슬 목걸이로 바꿔 잡음",키온도(손으로 짠 시살 바구니 가방),,분홍 플라밍고 떼가 덮은 나쿠루 호수,나쿠루,A,,,창 제외 규칙 준수. 마사이 문화는 탄자니아와 공유하므로 탄자니아 쪽은 마사이 소재를 쓰지 않음. 플라밍고는 탄자니아 나트론 호수와 겹치니 탄자니아 명소는 킬리만자로로 고정,final
km,코모로,아프리카,별 모양으로 갈라진 노란 일랑일랑 꽃,식물,"3순위 · 국장에 일랑일랑 꽃이 그려져 있고, 이 나라가 세계에서 가장 많이 길러 내는 향기 꽃",실러캔스(공룡 시대 물고기) — 동물 한도에 밀림,,"라크 살레(소금 호수) — 바닷가에 뚫린 동그란 분화구에 짙은 초록빛 물이 가득 고여 있고, 좁은 바위 둑 하나를 사이에 두고 바로 옆이 파란 바다. 비스듬히 내려다본 구도로 '초록 동그라미'와 '파란 바다'가 나란히 보이게. 분홍(sn)·노랑 유황(et)·사막 속 호수(td)와 색으로 구별하고 물이 끓거나 김이 나면 안 됨(dm). 산꼭대기 분화구 호수(sv 산타아나)가 아니라 바닷가 분화구이므로 화면에 반드시 바다가 함께 들어가야 하고 산봉우리는 그리지 말 것",미차미울리(그랑드코모르섬),B,,,"명소는 라크 살레. '색이 특이한 물·웅덩이' 혼동군에 추가 등록했다 — sn 분홍·et 노랑 유황·dm 끓는 물·td 사막 호수와 갈리려면 '초록 물 + 바로 옆 파란 바다 + 동그란 분화구 테두리' 세 가지를 반드시 함께 그릴 것. 통합 검증에서 sv 산타아나 화산 명소('사발처럼 파인 분화구에 형광 청록 물, 비스듬히 내려다본 구도')가 같은 그림임을 새로 잡아 sv도 같은 군에 등록했다 — km은 바닷가, sv는 산꼭대기로 갈고 km 그림에는 산봉우리를 절대 넣지 말 것. nr 예비2 '부아다 라군(섬 한가운데 초록 민물 호수)'도 같은 계열이니 승격 금지. 카르탈라 화산은 화산군 포화로 기각",final
lr,라이베리아,아프리카,컵을 매단 고무나무에서 흘러내리는 하얀 수액,식물,"4순위 · 세계에서 손꼽히는 고무 농장이 있는 나라로, 나무에 컵을 달아 수액을 받는 모습이 라이베리아 하면 떠오르는 일상",국장의 범선,후추 꽃(국화),,,,,,"명소 빈칸 유지: 프로비던스섬과 몬로비아 구시가는 노예무역·식민지 유적이라 금지, 사포 국립공원의 피그미하마는 gw 명소(바닷물 하마)와 같은 동물이라 중복, 크파타위 폭포는 폭포군 포화(12개국), 로버츠포트 해변의 알록달록한 어선은 나무배·알록달록 탈것 상징물군과 충돌, 프리타운식 목화나무는 gq 상징물 판야나무와 같은 나무다",final
ls,레소토,아프리카,모코롤로 — 꼭대기에 매듭 같은 돌기가 뾰족 솟은 누런 밀짚 원뿔 모자. 겉면에 나선 골이 돌아가고 챙이 좁음(국기 한가운데에 같은 모양이 검게 그려져 있음),입는것,1순위 · 국기 한가운데 실제로 그려진 모코롤로 모자. flagHint도 '검은 모자 그림'이라고 말함. 전 표에서 '머리에 쓰는 것'을 상징물로 쓰는 유일한 나라로 고정(2026-09 모자 6중 해소),눈 덮인 산길의 조랑말,양털,"사니 패스의 지그재그 산길 — 풀로 덮인 가파른 산비탈을 갈색 흙길이 여러 번 되꺾이며 'Z'자를 겹쳐 놓은 모양으로 기어올라 꼭대기의 평평한 고원에 닿음. 눈·조랑말·자동차는 그리지 말 것(예비1 조랑말과 구별), 길과 비탈만",모클로트룽(사니 패스),B,,,"명소는 사니 패스의 지그재그 산길. 예비1이 '눈 덮인 산길의 조랑말'이라 명소 그림에는 눈과 조랑말을 절대 넣지 말 것(같은 그림이 되면 규칙3 위반). 눈을 넣으면 눈 덮인 뾰족한 산 혼동군(9개국) 및 ad 예비1 '피레네 눈 덮인 산길'과도 겹친다. 말레추냐네 폭포는 폭포군 포화로 기각, 카체 댐은 20세기 구조물이라 제외. 상징물 모코롤로는 모자 축 단독 보유국 — 다른 나라 상징물·예비에 모자·머리쓰개를 올리지 말 것. ng 겔레(머릿수건)만 머리쓰개로 남으니 ls↔ng는 같은 판 배제",final
ly,리비아,아프리카,주렁주렁 달린 대추야자 열매 송이,먹을거리,4순위 · 사막 오아시스마다 심어 먹고 파는 리비아 사람들의 일상 과일. 국기의 초승달·별은 알제리·튀니지·모리타니와 겹쳐 배제,,지중해 바닷가의 하얀 집,,,,,,"명소 빈칸 유지(기존 판단 유지): 아카쿠스 돌 아치는 td 상징물 엔네디 돌 아치와 같은 사하라 천연 아치라 기각했고, 사하라 모래 언덕은 dz 상징물이 가져갔으므로 리비아 그림에 모래 언덕을 주인공으로 넣지 말 것. 렙티스마그나·사브라타·가다메스는 분쟁지 문화재 기준(팔미라·크락 데 슈발리에와 동일)으로 전면 제외, 우바리 호수는 모래 언덕 + 오아시스 물웅덩이(om 예비2와 중복)라 기각. 대추야자 열매 송이는 리비아가 독점하며 걸프 6개국 예비에서는 값째로 뺐다",final
ma,모로코,아프리카,뾰족한 고깔 뚜껑이 덮인 타진 냄비,먹을거리,"4순위 · 모로코 집집마다 쓰는 고유한 모양의 조리 그릇으로, 생김새 자체가 모로코와 1:1로 묶임. 국기의 초록 별은 중복 소재",앞코가 뾰족한 노란 모로코 가죽 슬리퍼 '발가',모로코에서만 나는 아르간 열매와 황금빛 아르간 기름,온통 파랗게 칠한 쉐프샤우엔의 골목,쉐프샤우엔,S,,,튀니지 시디부사이드도 파랑·하양 마을이라 겹침 — 튀니지 명소는 마트마타 굴집으로 돌려 해소함,final
mg,마다가스카르,아프리카,꼬리에 검고 하얀 고리가 있는 여우원숭이,동물,2순위 · 이 섬에만 사는 나라의 얼굴이고 fact가 이미 설명함,바닐라 꼬투리,카멜레온,칼날 같은 회색 바위가 숲을 이룬 칭기,베마라하,A,,"세계에서 네 번째로 큰 섬이고, 여우원숭이는 이곳에만 살아요.",바오바브 거리를 명소로 쓰면 세네갈 상징물(바오바브)과 충돌 — 그래서 칭기로 잡음,draft
ml,말리,아프리카,진흙으로 무늬를 낸 보골란 천,입는것,4순위 · 말리 사람들이 진흙으로 물들여 입는 이 나라 고유의 천(보골란피니). 국장에 그려진 젠네 사원은 명소 쪽으로 돌림,발라폰(나무 실로폰),치와라(영양 모양 나무 머리 장식),"진흙 벽에 통나무 기둥이 삐죽삐죽 박힌 젠네의 흙 건물 — 외관 실루엣만, 성상·의식·신도·내부 없음",젠네,A,,흙으로 지은 세계에서 가장 큰 건물인 젠네 진흙 사원이 있어요.,젠네 건물은 이슬람 사원이라 종교색이 있음 — 사람·예배 장면 없이 건물 겉모습만 그릴 것. 보골란 무늬는 가나 켄테와 색을 다르게(흙빛 대 원색) 가져갈 것,final
mr,모리타니,아프리카,사막을 가로지르는 아주 긴 철광석 기차,만든것,"4순위 · 모리타니 사람들이 실제로 타고 다니는, 길이가 2km가 넘는 세계에서 가장 긴 기차. 국기의 초승달·별은 중복 소재라 배제",,말린 생선,사막에 그려진 커다란 동그라미 '사하라의 눈',우아단,S,,사막 한가운데에 '사하라의 눈'이라 불리는 커다란 동그란 무늬가 있어요.,기차 그림은 4세가 가장 좋아하는 소재라 인지도는 최상. 다만 다른 나라에 기차 카드를 또 주면 안 됨,final
mu,모리셔스,아프리카,날지 못했던 둥근 몸의 새 도도,동물,3순위 · 국장을 받치고 있는 새이자 이 섬에만 살았던 나라의 얼굴. fact가 이미 설명함,인도양 위로 솟은 르 모른 브라방 바위산,,빨강·노랑·보라로 줄무늬 진 샤마렐의 일곱 빛깔 흙,샤마렐,A,,날지 못하는 새 도도가 살던 섬나라예요. 지금은 박물관에서만 만날 수 있어요.,도도가 멸종했다는 사실은 4세에게 슬플 수 있으니 해설은 '옛날에 살던 새'로만 다룰 것,final
