"code","kind","koApprove","subjectEn","inCapital","override유무","substitutedFrom","status","tries","생성일"
"sv","landmark","산타아나 화산","A single Santa Ana crater seen obliquely from above, one broad bowl of grey volcanic rock surrounding a bright turquoise lake, with an uneven raised rim and steep inner walls.","false","Y","","approved-image","1","2026-09-15"
"sy","symbol","알레포 비누","A single chunky square Aleppo soap bar, with a matte olive-green center, softly rounded corners, a thin ochre outer crust and a completely plain unstamped surface.","false","N","","approved-image","1","2026-09-15"
"sz","symbol","벌집 모양 집","One traditional Swazi beehive hut forms a smooth rounded dome woven entirely from golden grass, with a small low arched doorway and fine overlapping strands curving continuously from ground to crown.","false","N","","approved-image","1","2026-09-15"
"sz","landmark","시베베 둥근 바위","One Sibebe rock forms a smooth broad reddish granite dome resting above a low green wooded hillside, its rounded shoulders rising gently without sharp corners, separate peaks or a vertical grooved wall.","false","Y","","approved-image","1","2026-09-15"
"td","symbol","엔네디 돌 아치","One dark weathered Ennedi sandstone arch spans a clear open gap, its thick uneven curved stone bridge joining two low rugged rock supports above a small ochre sandy base.","false","Y","","approved-image","1","2026-09-15"
"td","landmark","사막의 여러 호수","One Ounianga scene contains three small lakes of contrasting blue, turquoise and green among pale desert hollows, separated by low dark rocky ridges and narrow sandy banks beneath a compact elevated viewpoint.","false","Y","","approved-image","1","2026-09-15"
"tg","symbol","작은 성 같은 흙집","One Takienta earthen house resembles a small two storey clay castle, with rounded brown towers joined around a raised terrace, two pointed straw roof caps and a small dark entrance below.","false","N","","approved-image","2","2026-09-15"
"th","symbol","툭툭","A single Thai tuk-tuk, a small blue and red open-sided passenger vehicle with exactly three wheels, one front handlebar, a curved black canopy and a rear bench.","false","N","","approved-image","2","2026-09-15"
"th","landmark","왓 아룬","A single Wat Arun temple exterior, one tall pale grey central spire surrounded by four smaller spires, all covered in raised white porcelain fragments and tiny colored shell patterns.","false","Y","","approved-image","2","2026-09-15"
"tj","symbol","금색 왕관","A single gold Tajik crown with three raised points and a curved base, topped by exactly seven separate golden five-pointed stars arranged in one clear semicircular arch.","false","N","","approved-image","1","2026-09-15"
"tl","symbol","타이스 천","A single rectangular Timorese tais cloth laid flat, with long red, black and cream woven stripes, narrow geometric bands and short threads fringing both ends.","false","N","","approved-image","1","2026-09-15"
"tm","symbol","아할테케 말","A single Akhal-Teke horse standing with four long slender legs, a metallic golden coat, narrow head, long arched neck and a fine pale mane and tail.","false","N","","approved-image","1","2026-09-15"
"tn","symbol","하얀 재스민","One white jasmine flower opens with five small slender petals around a pale yellow center, attached to a short green stem beside two narrow pointed leaves and one closed white bud.","false","N","","approved-image","1","2026-09-15"
"tn","landmark","마트마타 굴집","One Matmata troglodyte home is seen obliquely from above, a deep round sandy courtyard sunk into the ground with three dark arched room openings cut directly into its pale earthen walls.","false","Y","","approved-image","1","2026-09-15"
"to","symbol","혹등고래와 새끼","A single humpback whale swimming beside one smaller calf, both with blue grey backs, pale grooved bellies, long pectoral fins and broad tail flukes curving gently upward.","false","N","","approved-image","1","2026-09-15"
"to","landmark","마푸아 블로우홀","A single Mapu'a blowhole coastline, a low dark rocky shelf pierced by five holes, each releasing one white water spout beside a narrow strip of deep blue sea.","false","Y","","approved-image","1","2026-09-15"
"tr","symbol","나자르 본주우","A single round nazar glass bead, a deep cobalt blue disc with nested white and pale blue circles surrounding one small black central dot and a tiny hanging hole.","false","N","","approved-image","1","2026-09-15"
"tr","landmark","카파도키아","A single Cappadocia landscape, slender cream and pink fairy-chimney rock cones clustered below three striped hot-air balloons, with rounded balloon envelopes and small empty woven baskets.","false","Y","","approved-image","1","2026-09-15"
"tt","symbol","스틸팬","A single steelpan drum with a shallow round silver bowl, clearly divided curved playing sections and a short cylindrical rim, resting on one simple black support stand.","false","N","","approved-image","1","2026-09-15"
"tv","symbol","소라 껍데기","A single large conch shell resting on a small patch of white sand, with a cream spiral crown, pointed ridges and a broad pink opening facing the viewer.","false","N","","approved-image","1","2026-09-15"
"tv","landmark","푸나푸티 활주로","A single Funafuti runway seen along the ground, one grey paved strip with white center dashes, small low houses close beside it and one propeller airplane at the far end.","true","Y","","approved-image","1","2026-09-15"
"tz","symbol","파란 탄자나이트","One rough tanzanite crystal has a deep blue violet color, a long irregular prismatic body with lengthwise striations and a jagged rocky base, without colorless diamonds, polished facets or jewelry settings.","false","N","","approved-image","1","2026-09-15"
"tz","landmark","킬리만자로산","One Kilimanjaro mountain has a broad high volcanic summit capped with uneven white snow, grey blue upper slopes and a low green foothill band, its gently flattened top clearly wider than a needle.","false","Y","","approved-image","1","2026-09-15"
"ua","symbol","해바라기","A single large sunflower bowing gently forward, its round brown seed center surrounded by golden yellow petals, on one thick green stem with two broad heart-shaped leaves beneath the heavy head.","false","N","","approved-image","1","2026-09-15"
"ua","landmark","초록 나무 터널","A single Klevan tree tunnel, dense green branches curving together into a rounded arch over two narrow railway rails and wooden sleepers, receding toward a small sunlit opening in the distance.","false","Y","","approved-image","1","2026-09-15"
"ug","symbol","왕관두루미","One grey crowned crane stands on two long dark legs, with a round fan of golden head feathers, white cheek patches, a red throat pouch and folded grey wings with white panels.","false","N","","approved-image","1","2026-09-15"
"ug","landmark","좁은 틈의 폭포","One Murchison waterfall forces a single thick burst of white water through an extremely narrow dark rock cleft, between two steep black cliff walls above a small turbulent pool.","false","Y","","approved-image","1","2026-09-15"
"us","symbol","흰머리수리","A single bald eagle perched with folded dark brown wings, a white head and tail, a curved yellow beak and two yellow feet gripping one short branch.","false","N","","approved-image","1","2026-09-15"
"us","landmark","자유의 여신상","A single Statue of Liberty in green copper, one raised arm holding a torch, the other holding a plain tablet, with seven crown rays above a draped robe.","false","Y","","approved-image","1","2026-09-15"
"uy","symbol","축구공","A single round football made from white hexagonal panels and black pentagonal panels, with clear stitched seams and a gently shaded lower edge, shown whole without markings.","false","N","","approved-image","1","2026-09-15"
"uz","symbol","목화","A single open cotton boll on a short brown stem, with five rounded white fluffy lobes emerging from pointed dry tan bracts and one small green leaf.","false","N","","approved-image","2","2026-09-15"
"uz","landmark","레기스탄 광장","A single Registan Square ensemble, three large blue-tiled arched entrance buildings arranged around three sides of an empty courtyard, with turquoise domes rising behind their rectangular facades.","false","Y","","approved-image","1","2026-09-15"
"va","symbol","나선 계단","A single Vatican Museum double spiral staircase viewed from above, two separate cream stairways curling around one central oval opening, with dark bronze railings and many narrow evenly spaced stone steps.","false","Y","","approved-image","1","2026-09-15"
"va","landmark","성 베드로 외관","A single Saint Peter's Basilica exterior, a broad pale stone frontage beneath one large ribbed dome, with two curved columned wings reaching forward around an empty oval courtyard.","true","Y","","approved-image","1","2026-09-15"
"vc","symbol","빵나무 열매","A single round breadfruit with a pale green pebbled surface, one short brown stalk and one deeply lobed green leaf, the whole uncut fruit filling the composition.","false","N","","approved-image","1","2026-09-15"
"ve","symbol","트루피알","A single Venezuelan troupial perched on one short branch, with an orange body, black head and wings, a white wing patch and a bright blue ring around its eye.","false","N","","approved-image","1","2026-09-15"
"ve","landmark","앙헬 폭포","A single Angel Falls waterfall, one very thin white stream descending from a flat-topped sandstone mountain, falling down a tall sheer cliff and dissolving into mist above green forest.","false","N","","approved-image","1","2026-09-15"
"vn","symbol","쌀국수 포","A single pho serving, one large bowl of clear broth and flat white rice noodles topped with green herbs and scallion rings, beside one plate of bean sprouts and lime.","false","N","","approved-image","1","2026-09-15"
"vn","landmark","하롱베이","A single Ha Long Bay landscape, steep grey limestone islands rising from calm emerald water, with dark green crowns of vegetation and narrow blue channels separating their vertical cliffs.","false","Y","","approved-image","1","2026-09-15"
"vu","symbol","엄니와 고사리","A single curved cream boar tusk forming an almost closed circle, enclosing exactly two crossed green namele fern fronds with paired narrow leaflets and clear separate stems.","false","Y","","approved-image","1","2026-09-15"
"vu","landmark","야수르 화산","A single Yasur volcano, a low brown crater rim surrounding red glowing lava, with three small orange lava arcs rising gently above the opening and dark rocky outer slopes.","false","Y","","approved-image","1","2026-09-15"
"ws","symbol","전통 집 파레","A single Samoan fale, one broad rounded thatched roof resting on eight evenly spaced wooden posts around an open circular floor, with no walls hiding the inside.","false","N","","approved-image","1","2026-09-15"
"ws","landmark","토수아 오션 트렌치","A single To Sua Ocean Trench, one deep round opening in green cliffs holding a turquoise pool, with a long wooden ladder descending from the rim to a small platform.","false","N","","approved-image","1","2026-09-15"
"ye","symbol","용혈수","A single Socotra dragon blood tree, with a thick grey trunk splitting into many upward branches beneath a dense umbrella-shaped green crown with a nearly flat top.","false","Y","","approved-image","1","2026-09-15"
"ye","landmark","시밤 마을","A single compact Shibam townscape, tall rectangular ochre mud-brick tower houses clustered closely together, with small rows of dark windows, flat roofs and white limewashed upper edges.","false","Y","","approved-image","1","2026-09-15"
"za","symbol","킹프로테아 꽃","One king protea flower opens like a broad pink crown, with thick pointed outer bracts surrounding a dense pale fuzzy center, above two smooth green leaves on a short sturdy stem.","false","N","","approved-image","1","2026-09-15"
"za","landmark","평평한 테이블산","One Table Mountain has a long nearly level summit above steep grey rocky sides, forming a broad flat topped silhouette over a narrow green foothill base, with clearly squared upper shoulders.","false","Y","","approved-image","1","2026-09-15"
"zm","symbol","날개 편 물수리","One African fish eagle spreads two broad dark brown wings, its white head and chest above a chestnut belly, with a curved yellow beak, white tail and two tucked yellow feet.","false","N","","approved-image","1","2026-09-15"
"zm","landmark","넓은 빅토리아 폭포","One Victoria Falls scene forms a single enormous broad white water curtain plunging over a long dark cliff edge, with soft mist rising from the narrow rocky gorge far below.","false","Y","","approved-image","1","2026-09-15"
"zw","symbol","돌로 만든 새","One Zimbabwe soapstone bird sculpture stands on a short carved stone pedestal, with a long neck, compact folded wings and a blunt curved beak, its entire rough grey surface clearly mineral.","false","N","","approved-image","2","2026-09-15"
"zw","landmark","균형 바위","One Epworth balancing rock formation stacks three large rounded brown granite boulders unevenly, with the upper stone perched across a narrow contact point and clear open gaps showing the precarious natural balance.","false","N","","approved-image","1","2026-09-15"
